수집월,제목,작성일,언론사,링크,본문
2026-04,40대 노산은 옛말…탕웨이 48세·한다감 47세·김민경 46세 임신,3주 전,라온신문,https://www.raonnews.com/news/article.html?no=57857,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"연세하임산부인과, 천안 지역 임산부 대상 '봄 숲 태교 교실' 개최",3주 전,메디소비자뉴스,http://www.medisobizanews.com/news/articleView.html?idxno=138046,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"'어서와' 캐나다 다둥이 母 ""한국은 왜 저출산?"" 직설 질문",3주 전,MBC연예,http://enews.imbc.com/News/RetrieveNewsInfo/503319,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"국립보건연구원, 매독 등 선천 감염증 임상연구 본격화",2026-04-30 09:41:07,연합뉴스,https://www.yna.co.kr/view/AKR20260430055000530?input=1195m,"선천 감염 관리 근거 마련을 위한 연구…국내 21개 의료기관 참여 신생아[연합뉴스TV 제공] (서울=연합뉴스) 성서호 기자 = 질병관리청 국립보건연구원은 신생아에서 발생하는 선천 감염증 관리의 근거를 마련하기 위해 '선천 감염증 레지스트리 임상연구'를 본격 시작한다고 30일 밝혔다. 선천 감염증이란 임신 중 병원체가 태반이나 분만 과정 등을 통해 전파돼 신생아가 감염된 상태로 출생하는 질환을 뜻한다. 중증일 경우 청력 손실, 소두증 등 장기 합병증을 유발하는 것으로 알려져 있다. 현재 우리나라에는 선천 감염증 환자 관리 연구와 그 근거가 제한적으로, 임상관리 지침은 대부분 국외 지침과 연구결과 등을 참고하고 있다. 국립보건연구원은 선천 감염증으로 진단된 환자 추적 조사(최대 2년)를 통해 연구 데이터를 확보하고, 국내 선천 감염증 환자의 임상·역학적 특성, 합병증 발생을 조사하기 위한 연구를 수행 중이다. [질병관리청 제공] 연구 대상군은 선천 톡소플라즈마, 선천 매독, 선천 풍진증후군, 선천 헤르페스, 선천 거대세포바이러스로 진단된 신생아 환자들이다. 작년 10월에 시작해 내년 12월까지 이어질 연구에는 삼성서울병원 등 총 21개 기관이 참여한다. 국립보건연구원은 기관생명윤리심의위원회(IRB) 승인 등을 마쳤고, 환자 등록을 정식으로 시작할 예정이다. 향후 확보된 자료를 바탕으로 국내 선천 감염증 임상·역학적 특성과 합병증 발생을 연구하고, 대규모 보험 청구자료를 활용해 대표성 있는 선천 감염증 대상자의 치료, 장기 임 상경과 등을 연구할 계획이다. 주관 연구기관인 삼성서울병원의 연구책임자 김예진 교수는 ""저출산 문제가 심각한 국내에서 신생아들의 건강 증진을 위한 체계적인 선천 감염증 연구 체계가 없었다""며 ""정부 지원으로 국내 선천 감염증 신생아, 영아들의 관리를 위한 연구가 시작된 것은 매우 의미 있는 일""이라고 강조했다. 임승관 질병관리청장은 ""국외에서는 선천 감염증 환자의 선별 검사 도입 논의, 진단·추적관찰 가이드라인 등 정책 결정에 임상 연구 결과를 적극적으로 활용하고 있다""며 ""국내에서도 이번 연구 성과가 정책 마련의 기반이 될 것""이라고 기대했다. soho@yna.co.kr"
2026-04,[2026 유아동복 마켓나우 ➋] 무탠다드·헤지스·리 등 ‘미니미 춘추전...,3주 전,패션비즈,https://www.fashionbiz.co.kr/article/225829,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"[희망기획-저출산·고령화시대, 지역答하다(42) 경남 남해군편] 생활형...",3주 전,일요서울,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=516150,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"국립보건연구원, 신생아 선천 감염증 임상연구 본격 추진",3주 전,메디소비자뉴스,http://www.medisobizanews.com/news/articleView.html?idxno=138035,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"""한국 따라하자"" 2년 전과 확연히 달라진 상황에 저출산 대책 참고하는...",2026-04-30 08:47:21,아시아경제,https://view.asiae.co.kr/article/2026043008450041511,"초고령 사회 진입한 대만서 저출산 발언행정원장 ""한국 사례 참고해 정책 수립""한국, 2024년부터 출산율 소폭 반등대만 행정원장(총리 격)이 저출산 문제를 국가안보 차원의 현안으로 규정하며 ""한국처럼 출산율을 높여야 한다""고 밝혔다. 기사 이해를 돕기 위한 아기 사진.연합뉴스는 29일 연합보와 경제일보 등 현지 매체를 인용해 ""줘룽타이 대만 행정원장은 지난 28일 입법원(국회) 대정부 질의에서 이같이 말했다""고 보도했다. 대만은 현재 전체 인구의 20%가 65세 이상인 초고령 사회에 진입했으며, 지난해 합계출산율(여성 1명이 평생 낳을 것으로 예상되는 평균 출생아 수)은 0.695명으로 사상 최저치를 기록한 바 있다.줘 행정원장은 '올해 신생아 수가 10만 명 아래로 줄어들 수 있다'는 야당 입법위원(국회의원)의 지적에 ""정부는 10만명 이상을 유지하기 위해 최선을 다하고 있다""며 ""이러한 노력은 1~2년 이후에 결과로 나타날 것""이라고 답했다.또 ""저출산 문제가 심각한 한국에서 지난 2년간 출산율이 크게 반등했으니 대만 정부가 한국의 경험을 본받아야 한다""고 촉구하자, 줘 행정원장은 ""이미 한국을 매우 중요한 관찰 대상으로 여기고 있다""고 답했다. 그는 ""한국의 합계출산율이 반등한 데는 분명한 요인이 있을 것""이라며 ""한국 사례를 참고해 젊은 가정에 대한 보조금 지원과 탄력적 보육 시간 제공 등을 담은 계획을 수립했다""고 전했다.대만 인구는 지난 2019년 2360만여명으로 정점을 찍은 뒤 감소세로 돌아섰다. 대만 당국은 지난해 9월 저출산 대책으로 '출산 지원 3대 방안'을 내놓았다. 출산 장려금 확대, 시험관아기(IVF) 시술 보조금 지원 강화, 난임 치료 중 난자 보존 비용 지원 시범사업이 그 내용이다. 시험관아기 보조금은 만 39세 이하 여성에게 최대 6회, 만 39~45세 여성에게는 최대 3회까지 지원된다. 임신·출산·보육·주거·고용 등 5개 분야에 걸쳐 지원책을 확대하고, 탄력적 무급 육아휴직 시범 운영도 추진 중이다.한국의 지난해 출생아 수는 약 25만 5000명으로, 전년보다 1만 6000명 늘며 2010년 이후 가장 가파른 증가세를 기록했다. 합계출산율 또한 2015년 1.24명에서 2023년 0.72명까지 추락했다가 2024년 0.75명, 2025년 0.80명으로 반등했다. 올해 2월 통계에 따르면 출생아 수는 지난 2024년 7월부터 20개월 연속 증가세를 보였고, 합계출산율은 0.93명을 기록했다. 지난 17일 취임한 대통령 직속 저출산·고령사회위원회의 김진오 신임 부위원장은 ""잠깐의 반등에 안주하면 안 된다""며 ""향후 3~4년의 골든타임을 놓치지 않고 최선의 방안을 찾아 국민에게 선보이겠다""고 강조했다."
2026-04,"캐나다 다둥이 엄마 에디트, ""한국은 왜 저출산이냐"" 직설 질문",3주 전,톱스타뉴스,https://www.topstarnews.net/news/articleView.html?idxno=16048356,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"[박정식의 국내 주식시황] 유가 부담 vs 빅테크 호실적…국내증시, 상승...",3주 전,뉴스퀘스트,https://www.newsquest.co.kr/news/articleView.html?idxno=265616,[외부 언론사 기사 - 본문 수집 제외]
2026-04,[K-유학생 리포트] ③ 산·학·관 똘똘 뭉쳐 유학생 지원(끝),2026-04-30 08:03:07,연합뉴스,https://www.yna.co.kr/view/AKR20260428167100064?input=1195m,"일본 야마가타대 컨소시엄…입학부터 취업까지 원스톱 지원 편집자 주 = 학령인구 감소로 대학 존립 위기가 심화하는 가운데 외국인 유학생 유치가 지방대를 지탱하는 힘이 되고 있습니다. 지역 내 소비를 창출하고 부족한 일손을 채우는 역할을 하고 있지만 학업 후 지역에 정주하는 비율은 극히 낮습니다. 언어 장벽과 까다로운 비자 요건, 지역 기업과 유학생 간 정보 공유 체계의 부재 등은 여전히 과제로 남아있습니다. 연합뉴스는 지난해 유학생 증가율 전국 1위를 기록한 충북 지역 유학생 정책의 현주소를 점검하고 우리보다 앞서 고민을 시작한 일본의 사례를 통해 대안을 모색하는 기획 기사 3편을 일괄 송고합니다. 야마가타 국립대학교 촬영 천경환 기자 (야마가타=연합뉴스) 천경환 기자 = 일본 북동부 야마가타현 야마가타시에 위치한 야마가타 국립대학교. 지난해 5월 기준, 이 대학의 외국인 유학생은 291명이다. 전체 학생(8천600명) 대비 유학생 비율은 일본 전국 평균에 미치지 못하지만, 야마가타현에서는 가장 많은 유학생 수를 자랑하는 대학이다. 국적별로 살펴보면 중국인 유학생이 121명으로 가장 많고 말레이시아, 인도네시아 등 동남아시아 국가 유학생이 62명으로 그 뒤를 이었다 제조업이 강한 지역 특성에 맞춰 엔지니어링, 유기화학 등 이공계열 학생이 53%로 절반 이상을 차지했고, 나머지는 농업(32%), 인문·사회계열 학생이다. 야마가타 대학이 유학생 유치에 나선 건 10여년 전이다. 초기에는 유학생 유치가 대학의 국제적 감각을 키우자는 취지에서 시작됐지만, 인구 감소와 노동력 부족 문제가 심화하면서 지역 정착으로 변화했다. 이 같은 흐름은 야마가타 만의 이야기가 아니다. 한국대학교육협의회 고등교육연구소가 발간한 '일본의 유학생 유치정책 현황 및 시사점'에 따르면 일본은 1980년대 단순 문화외교 교류 차원으로 유학생 숫자를 늘리는 데 집중했다가 점차 지역 성장을 이끄는 인재로 육성하는 방향으로 전환했다. 현재 일본은 2033년까지 외국인 유학생 40만명 유치를 목표로 다양한 정책을 추진 중이다. 대표 정책이 정부, 지자체, 지역 교육기관, 기업 등이 합심한 컨소시엄 설립이다. 야마가타 대학은 2017년 문부과학성의 유학생 취업 촉진 프로그램 대상으로 선정돼 보조금을 받아 유학생 입시부터 정착까지 지원하는 'EPPY'(Employment Promotion Program in Yamagata) 프로그램을 4년간 운영했다. 보조금 지원이 종료된 2022년에는 대학 주도로 'PAGTY'(Program for Advancing Global Talents in Yamagata)라는 독자적인 산·학·관 컨소시엄을 발족했다. 수라가와 야마가타 대학 국제교류처 교수촬영 천경환 기자 이 대학의 수라가와 국제교류처 교수는 ""야마가타 대학 같은 국립대는 인재 공급 등 지역 사회의 기대와 환경 변화로부터 자유로울 수 없다""며 ""고령화와 저출산으로 인한 인구 감소와 노동력 부족 문제를 해결하기 위해 대학은 이제 고도의 전문성을 갖춘 외국인 인재를 공급하는 역할을 요구받고 있다""고 말했다. PAGTY는 지역 내 35개 제조 기업, 야마가타현청, 대학 및 공업 고등학교 등 5개 고등교육기관으로 구성된 광역 네트워크다. 단순노동 인력이 아닌, 고도의 전문성을 갖춘 연구직 및 전문 인력을 양성해 지역에 정착시키는 것이 핵심 목표다. 이 사업은 참여 기관의 연간 분담금을 기반으로 운영된다. EPPY가 일본 내 취업을 희망하는 유학생에게만 집중했다면 PAGTY는 이미 취업에 성공한 졸업생까지 지원 범위를 확대했다. 구체적으로 회원사 임직원을 대상으로 일본어능력시험 대비 교육을 제공하고, 기업 실무자가 대학에 직접 나와 현장 경험을 공유한다. 또 유학생이 지역사회에 자연스럽게 정착할 수 있도록 지역 고등학생과 1대 1 멘토링을 진행하는 파견 정책을 시행 중이며, 기업과 대학 사이의 소통을 책임지는 코디네이터를 고용해 맞춤형 인재 육성을 도모한다. 이러한 노력에 힘입어 야마가타 지역 연구원, 의사 등 고급 인력 취업률은 2021년 5.2%에서 2022년 14.0%로 크게 오르기도 했다. 야마가타 대학 캠퍼스 촬영 천경환 기자 다만 2023년 취업률이 1.5%로 급락했다가 2024년 4.1%로 반등하는 등 부침을 겪고 있어 제도가 안착하기까지 해결해야 할 과제가 남아있다. 수라가와 교수는 ""PAGTY 활동을 통해 구직 노하우를 제공하고 지역 기업과 접점을 마련하고 있음에도 불구하고 많은 유학생이 도쿄 등 수도권의 유명 기업을 선호하는 경향이 있다""며 ""고급 인력이 아닌 일반 사무직 등의 취업 현황을 파악하기 위해 지난해부터 실태 분석에 착수했다""고 설명했다. 그러면서 ""교육과 연구라는 본연의 업무가 있는 대학의 노력만으로는 한계가 있다""며 ""야마가타현에서 발표한 다문화 공생 추진 계획과 PAGTY의 비전이 맞닿아 있는 만큼 이제 사업 주도권은 현이나 관련 행정기관으로 이관해 정책적 시너지를 높여야 한다""고 제언했다. 최근 야마가타현은 오는 2029년까지 외국인 유학생 475명, 외국인 노동자 8천600명 등을 목표로 국제 교류 강화, 지역 기업 인턴 프로그램 제공, 유학생을 활용한 지역 주민 외국인 강좌 개설 등을 포함한 '다문화 공생 추진 계획'을 발표한 바 있다. 아울러 기존 기능실습생 제도 비자를 개선해 일정 기간 성실히 근무한 외국인에게 장기 체류 비자를 허용하는 방향을 검토하기로 했다. 야마가타 대학의 PAGTY 담당자 카나자와씨는 ""지방일수록 행정에 대한 신뢰도와 의존도가 높다""며 ""이주 문제, 정주 고용 정책 문제 등 전문 부서가 있는 지자체가 큰 그림을 그릴 필요가 있다""고 강조했다. 이어 ""지역에서 인재를 키워도 지역에 학생들이 원하는 일자리가 없는 경우도 있기 때문에 기업 유치 등의 영역은 정부가 나서야 한다""며 ""지역에서 키운 인재가 대도시로 빠져나가지 않도록 힘을 모아야 할 때""라고 덧붙였다. PAGTY 담당자 카나자와씨촬영 천경환 기자 kw@yna.co.kr"
2026-04,"유정복, 인천시장 3선 도전 선언 ""인천 역차별 깨고, 인천국제자유특별...",3주 전,뉴데일리,https://ic.newdaily.co.kr/site/data/html/2026/04/30/2026043000019.html,[외부 언론사 기사 - 본문 수집 제외]
2026-04,장기이식 '사전동의→이식' 고리 만든다…조혈모세포 조정기관 법제화...,3주 전,의협신문,http://www.doctorsnews.co.kr/news/articleView.html?idxno=164406,[외부 언론사 기사 - 본문 수집 제외]
2026-04,“그거밖에 안돼?” 女가사노동 가치 연 1646만 원,2026-04-30 07:09:16,문화일보,https://www.munhwa.com/article/11586085?ref=naver,"AI 생성이미지육아와 청소, 음식 준비 등 여성 무급 가사노동이 창출하는 가치가 연 1646만 원으로 나타났다.국가데이터처가 29일 발표한 ‘2024년 가계생산위성계정’에 따르면 2024년 무급 가사 노동 가치는 582조4000억 원으로 5년 전보다 20.0% 증가했다. 가계생산위성계정은 국내총생산(GDP)에 잡히지 않는 무급 가사 노동을 화폐가치로 환산해 경제 활동의 실제 크기를 보여주는 지표다. 음식 준비와 청소 등 가정관리, 가족 돌봄, 자원봉사 활동 등을 포함해 가계 생산을 측정한 수치다.남녀를 포함한 1인당 가사노동 가치는 1125만 원으로 5년 새 20% 늘었다. 성별로 살펴보면 여성은 1646만 원, 남성은 605만 원으로 남녀 격차는 2.7배다. 다만 남성의 가사노동 가치는 5년 전(446만 원)과 비교해 35.7% 상승하면서 여성 증가폭(14.9%)을 웃돌았다. 데이터처 관계자는 “미혼 남성의 1인 가구 증가와 기혼 남성의 가사노동 분담 비율이 증가했다”고 설명했다.다만 1인 기준 하루 평균 가사 노동 시간은 같은 기간 137분에서 132분으로 줄었다. 가사 노동 인구가 108만2000명 늘고 시간당 대체임금이 21.6% 오르면서 전체 가치가 확대된 것으로 분석된다.세부적으로는 행동분류 중 ‘가정관리’가 459조4670억 원으로 전체 가치의 78.9%를 차지했다. 이중에서도 음식 준비가 33.0%로 가장 비중이 컸으며, 청소 및 정리(15.4%), 상품 및 서비스 구입(9.8%), 가사 관련 이동(6.8%), 의류 관리(6.7%) 순이었다.반면 113조6270억 원(19.5%)으로 집계된 ‘가족 및 가구원 돌보기’ 가치 중에서는 고령화의 영향으로 성인 돌보기 가치는 20.8% 증가했으나, 저출산 등의 여파로 미성년자 돌보기 가치는 1.8% 감소했다."
2026-04,[오늘의 주요일정·30일] '서부지법 난동범들' 상고심 선고,3주 전,세이프타임즈,https://www.safetimes.co.kr/news/articleView.html?idxno=242401,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"하네다공항 투입된 '유니트리 G1', 日 항공업계 인력난 구원투수 될까",3주 전,글로벌이코노믹,https://www.g-enews.com/view.php?ud=2026043006111381732bd56fbc3c_1,[외부 언론사 기사 - 본문 수집 제외]
2026-04,[오늘(30일)의 경제·산업 주요 일정·행사] '삼성전자. 2026년 1분기 경...,3주 전,팝콘뉴스,http://www.popcornnews.net/news/articleView.html?idxno=119785,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"'지방 소멸'의 순서, 6·3 지방선거 투표율로 가늠할 수 있다 [정한울의...",2026-04-30 04:31:46,한국일보,https://www.hankookilbo.com/news/article/A2026042910550003118?did=NA,"한국인에 대한 오해㉔편집자주정치현안과 사회적 난제에 대한 ‘한국사람’의 생각과 행동에 대해 올바로 이해해야 합의가능한 해법을 만들 수 있습니다. 심층적 데이터 분석을 통해 새로운 각도에서 문제를 바라보고 더 많은 사람이 공감할 수 있는 방안을 만드는 데 도움이 되는 아이디어와 의견을 담고자 합니다. 꾸준히 강화되어온 지역 정체성집단 정체성과 투표율의 상관성정치개혁에 '지방의 의미' 담아야 그래픽=송정근 기자정치권이 촉각을 곤두세우는 지방선거가 다가오고 있다. 보수의 성지 역할을 해온 영남권에서조차 여권 후보가 선전하면서 2017년 1차 대통령 탄핵 이후 현실화되었던 더불어민주당 우위 유권자 지형의 근본적 재편이 일어날지 관심사다. 사회적으로는 2000년대부터 역설적으로 강화되어온 지역정체성에 어떤 변화가 생길지도 주목된다. 8년 전 2018년 지방선거를 앞두고, 필자는 대한민국 시민들이 거주 지역(광역시도) 및 대한민국 국민으로서의 집단 정체성이 강화되는 현상을 주목한 바 있다. 동아시아연구원의 2020년 '국가정체성 조사 결과'와 2015년부터 누적돼온 한국행정연구원의 '사회통합조사'에서도 한국인의 정체성과 지역정체성(거주하는 광역시도, 기초 시군구, 동네 읍면동)은 지속적으로 성장해왔다. 지난 20년간 한국에서 공동체 및 지방소멸에 대한 우려가 커져왔다는 점을 감안하면 매우 이례적인 현상이다.지역 일체감이 갖는 긍정의 힘지역 및 국민 일체감과 같은 공동체에 대한 애착은 낡은 '국뽕'이나 전근대적 부패의 연줄과 거리가 멀다. 오히려 개인 삶의 만족도와 행복감을 떠받치며, 갈등 관리의 윤활유 역할을 하는 사회자본의 성격이 강하다. 진보정책연구원·한국사람연구원·한국리서치가 공동 진행한 '2024 내셔널어젠다 조사'를 보면 국민 정체성과 지역 일체감이 강할수록 삶의 만족도(행복감)가 유의미하게 높았다. 지역소속감은 해당 지역에서 위기 시 의지할 수 있는 사람 수에 비례하기 때문이다. 소속감을 느끼는 준거집단이 있는 사람은 그렇지 않은 사람들에 비해 사회적 약자·소수자에 대한 연대 의식이나 공동체 책임의식도 크다. 지역 일체감이 극우적 배타주의를 완화하는 완충망이 될 수 있음을 시사한다.한국 사회에서 지역 일체감이 커지는 이유는 뭘까. 필자는 지역구 기반의 총선과 1990년대 중반부터 본격화된 지방선거에서 그 단서를 찾고 싶다. 지역구 단위의 총선과 광역·기초 단위 지방선거를 통해 지역발전에 대한 공약 경쟁이 펼쳐지고 지역에 기반한 복지전달 체계를 경험하면서 지역 공동체에 대한 효능감과 애착이 커졌다는 게 필자의 가설이다. 그래픽=송정근 기자선거참여 강할수록 공동체 소속감도 크다선거참여는 공동체 소속감의 강도와 뚜렷한 상관관계가 확인된다. 광역선거나 기초단체 선거에 적극 참여하는 집단에서 해당 지역에 소속감을 느낀다는 비율이 높다. '매우 자주' 혹은 '가끔 참여한다'는 응답자들이 소속감을 느끼는 비율은 각각 60~61%, 54~58%에 달한 반면, 거의 참여하지 않는 집단의 비율은 32~37%에 그친다. 이는 대선과 총선 참여에서도 비슷한 양상을 보인다. 대한민국에 대한 소속감이 높은 시민일수록 대선 혹은 총선 참여 비율이 높다.흥미로운 건 2023년 데이터 기준으로 시민들의 지역 일체감이 강한 지역일수록 인구 혹은 청년 인구비율도 높다는 점이다. 다만 지역 일체감이 출산율이나 지역 수준의 삶의 만족도와 반비례 관계를 보이는 만큼 저출산이나 삶의 질 개선으로 이어지는 것은 아니다. 개인적 수준의 삶의 질이나 지역 차원에서 지방 탈출을 억제하는 요인 정도의 수준으로 기능하는 것으로 보인다.지방단위 선거의 중요성 인정해야우리 사회의 여러 문제가 불평등에서 비롯되는 상황에서 지역 일체감은 공동체 기반을 지키는 최후 보루라고 할 수 있다. 따라서 최근의 개헌이나 정치개혁 논의에서 기존의 대통령제나 지역기반의 다수제 선거제도를 만악의 근원처럼 간주하는 건 바람직하지 않다. 이미 다뤘듯 지난 수십 년의 데이터는 지역단위 선거제도가 갖는 강점이 생각보다 강력하다는 것을 보여준다. 우리 정치개혁과 개헌 논의의 한계는 기존 제도는 만악의 근원처럼, 개혁론자들이 제기하는 대안은 전가의 보도처첨 다뤄지는 데 있다. 기존 제도가 갖는 미덕과 위력도 정확히 파악해야 한다. 일반 시민 사이에서는 지역 공동체에 대한 애착과 의지가 커지고, 책임정치를 중시하는데(중임제 개헌안에 대한 지지가 이를 상징한다) 정치개혁·개헌론자들은 지역기반 다수제의 성과를 무시하는 것으로 보인다. 다수제가 양당제의 폐해를 낳는다지만, 서구 정당정치에서 확인되듯 비례제의 확대는 소수 극우정당의 제도권 진입을 돕는 역할도 했다. 12·3 비상계엄 이후 극우화에 대한 우려가 커지고 있는 상황에서, 정치 개혁에서는 경솔한 논의 대신 종합적이고 신중한 검토와 고민이 필요해 보인다.정한울 한국사람연구원 원장·정치학 박사"
2026-04,"국민연금공단, 개인정보 보호수준 평가 '최고등급' 획득 및 황승현 기획...",3주 전,컨슈머타임스,https://www.cstimes.com/news/articleView.html?idxno=703976,[외부 언론사 기사 - 본문 수집 제외]
2026-04,독일 저출산 쇼크…영국은 올해 사망이 출생 앞질러,2026-04-30 01:02:20,중앙일보,https://www.joongang.co.kr/article/25424598,"런던 의사당 건물과 런던 명물 빅벤. EPA=연합뉴스 영국에서 올해부터 매년 사망자 수가 출생아 수를 앞지를 것으로 전망됐다. 28일(현지시간) 통계청이 2024년 중반 인구 통계를 근거로 장래 영국 인구를 추계한 자료에 따르면, 2026년부터 사망이 출생을 앞지르기 시작한다. 2024년 중반∼2034년 중반에는 10년간 총 640만명이 태어나고 685만명이 사망해 사망자와 출생아 수 차이가 45만명에 달할 것으로 전망된다. 2034년 중반 국가연금 수급 가능 인구는 2024년 중반보다 14.6% 증가한 1240만명으로, 전체 인구 5명 중 1명꼴이 될 것으로 예상됐다. 2024년 중반 66세였던 연금 수급 개시 연령이 67세로 상향 조정되고도 고령 인구의 두자릿수 증가율이 예상된 것이다. 같은 기간 아동(0∼15세) 인구는 1100만명으로 12.7% 감소하고, 전체 인구에서 비율도 18%에서 15%로 하락할 걸로 예측된다. 노동 연령 인구는 4580만명으로 3.4% 늘어 고령 인구 증가율을 따라잡지 못할 전망이다. 2024∼2049년의 25년 기간을 비교하면 고령 인구는 23.7% 늘겠지만, 노동 연령 인구는 5.1% 증가하고 아동 인구는 16.3% 줄어들 것으로 예상된다. 통계청은 앞서 2022년 중반 기준의 인구 추계에선 장기적인 합계출산율(여성 1명이 평생 낳을 것으로 예상되는 자녀 수) 예상치를 1.45명으로 설정했지만, 이번에는 이를 1.42명으로 하향 조정했다. 고령화에 따른 연금, 보건, 사회복지 부담은 커졌으나 영국 사회가 이에 충분히 대비하지 못하고 있다는 지적이 나온다고 BBC 방송은 보도했다. 연금 컨설팅사 LCP의 스튜어트 맥도널드 인구책임자는 “인구 고령화는 국민보건서비스(NHS)와 국가연금, 나아가 공공 재정에 부담을 더할 것”이라며 “사람들이 현실적으로 얼마나 더 오래 일할 수 있을지, 언제까지 일할 걸로 기대하는 게 공평한지 등 어려운 논쟁이 더 심해질 것”이라고 말했다. 세라 스코비 넛필드트러스트 연구부국장도 “말년을 보내는 고령자에게 지출되는 공공의료비 80% 이상이 병원 치료에 들어가고 그 대부분은 응급치료에 쓰인다”며 최고령 인구를 위한 공공 서비스의 준비가 부족한 상태라고 했다. 유럽에서 저출산·고령화는 영국만의 문제는 아니다. 독일의 작년 출생아 수는 2차대전 이후 최저치로 추락했다. dpa통신에 따르면 독일 연방통계청은 지난해 독일 전역에서 65만4300명의 아기가 태어나는 데 그쳤다고 지난 28일 밝혔다. 이는 전년에 비해 3.4% 감소한 수치로 2차대전 이래 가장 적은 것이라고 통계청은 설명했다."
2026-04,독일 저출산 쇼크 이어…영국은 올해 사망이 출생 앞지른다,2026-04-30 00:09:37,연합뉴스,https://www.yna.co.kr/view/AKR20260429190400085?input=1195m,"""고령화로 사회 부담 커졌는데 준비 부족"" 지적 런던에서 아기를 안고 있는 여성[AP 연합뉴스 자료사진. 재판매 및 DB 금지] (런던·브뤼셀=연합뉴스) 김지연 현윤경 특파원 = 영국에서 올해부터 매년 사망자 수가 출생아 수를 앞지를 것으로 예상됐다. 28일(현지시간) 통계청이 2024년 중반 인구 통계를 근거로 장래 영국 인구를 추계한 자료에 따르면, 2026년부터 사망이 출생을 앞지르기 시작하며 2024년 중반∼2034년 중반 10년간 총 640만명이 태어나고 685만명이 사망해 사망자와 출생아 수 차이가 45만명에 달할 것으로 전망된다. 2034년 중반 국가연금 수급 가능 인구는 2024년 중반보다 14.6% 증가한 1천240만명으로, 전체 인구 5명 중 1명꼴이 될 것으로 예상됐다. 2024년 중반 66세였던 연금 수급 개시 연령이 67세로 상향 조정되고도 고령 인구의 두자릿수 증가율이 예상된 것이다. 같은 기간 아동(0∼15세) 인구는 1천100만명으로 12.7% 감소하고, 전체 인구에서 비율도 18%에서 15%로 하락할 걸로 전망된다. 노동 연령 인구는 4천580만명으로 3.4% 늘어 고령 인구 증가율을 따라잡지 못할 전망이다. 2024∼2049년의 25년 기간을 비교하면 고령 인구는 23.7% 늘겠지만, 노동 연령 인구는 5.1% 증가하고 아동 인구는 16.3% 줄어들 것으로 예상된다. 통계청은 앞서 2022년 중반 기준의 인구 추계에선 장기적인 합계출산율(여성 1명이 평생 낳을 것으로 예상되는 자녀 수) 예상치를 1.45명으로 설정했지만, 이번에는 이를 1.42명으로 하향 조정했다. 사망자 수가 출생아 수를 앞지르면서 영국 인구 증가는 이민이 이끌게 됐다. 2024∼2034년 730만명이 영국으로 이주하고, 510만명이 영국 밖으로 빠져나가 이민에 따른 인구 증가분은 220만명이 될 걸로 예상됐다. 이 기간 영국 총 인구는 2.5% 늘어 7천100만명에 이를 것으로 전망된다. 2022년 기준 인구 추계에서 예상치는 7천220만명이었는데, 더 더딘 인구 증가세가 예상된 것이다. 2024∼2049년 25년간의 인구 증가율은 4.5%에 그치고, 2054년 중반에는 인구가 7천250만명으로 정점을 찍은 후 감소가 시작될 것으로 예상됐다. 인구 감소 예상 시점은 2022년 기준 인구 추계에선 2096년이었는데 그보다 훨씬 앞당겨졌다. 고령화에 따른 연금, 보건, 사회복지 부담은 커졌으나 영국 사회가 이에 충분히 대비하지 못하고 있다는 지적이 나온다고 BBC 방송은 전했다. 연금 컨설팅사 LCP의 스튜어트 맥도널드 인구책임자는 ""인구 고령화는 국민보건서비스(NHS)와 국가연금, 나아가 공공 재정에 부담을 더할 것""이라며 ""사람들이 현실적으로 얼마나 더 오래 일할 수 있을지, 언제까지 일할 걸로 기대하는 게 공평한지 등 어려운 논쟁이 더 심해질 것""이라고 말했다. 세라 스코비 넛필드트러스트 연구부국장도 ""말년을 보내는 고령자에게 지출되는 공공의료비 80% 이상이 병원 치료에 들어가고 그 대부분은 응급치료에 쓰인다""며 최고령 인구를 위한 공공 서비스의 준비가 부족한 상태라고 지적했다. 독일 베를린에서 유모차를 끌고 가는 남성 [EPA 연합뉴스 자료사진. 재판매 및 DB 금지] 유럽에서 저출산·고령화는 영국만의 문제는 아니다. 독일의 작년 출생아 수는 2차대전 이후 최저치로 추락했다. dpa통신에 따르면 독일 연방통계청은 지난해 독일 전역에서 65만4천300명의 아기가 태어나는 데 그쳤다고 지난 28일 밝혔다. 이는 전년에 비해 3.4% 감소한 수치로 2차대전 이래 가장 적은 것이라고 통계청은 설명했다. 지난해 사망자 수는 101만명으로, 사망자와 출생아 수의 격차는 전후 가장 큰 35만2천명까지 벌어졌다. cherora@yna.co.kr ykhyun14@yna.co.kr"
